id,audio_filepath,duration,class,audio_file_name
id_7igmh4w94u,id_7igmh4w94u.wav,2.178,right,id_7igmh4w94u.wav
id_bccnocmckr,id_bccnocmckr.wav,1.792,right,id_bccnocmckr.wav
id_uuyz96e2vd,id_uuyz96e2vd.wav,1.554,up,id_uuyz96e2vd.wav
id_7ebar6n7ue,id_7ebar6n7ue.wav,1.664,yes,id_7ebar6n7ue.wav
id_l3lzezvgg8,id_l3lzezvgg8.wav,1.574,left,
id_9bggvydum0,id_9bggvydum0.wav,2.274,down,
id_m1ca851ong,id_m1ca851ong.wav,1.078,no,id_m1ca851ong.wav
id_cr5ejsxwtd,id_cr5ejsxwtd.wav,1.934,right,id_cr5ejsxwtd.wav
id_v97yxyvtid,id_v97yxyvtid.wav,1.478,down,
id_mbusqv8mxh,id_mbusqv8mxh.wav,1.984,up,
id_gh1mitt6dd,id_gh1mitt6dd.wav,1.664,yes,id_gh1mitt6dd.wav
id_5meo3e127c,id_5meo3e127c.wav,2.377833333333333,yes,id_5meo3e127c.wav
id_9r4njpi7hh,id_9r4njpi7hh.wav,1.664,yes,id_9r4njpi7hh.wav
id_34pizoolde,id_34pizoolde.wav,1.654,right,id_34pizoolde.wav
id_6k0uy2k4qy,id_6k0uy2k4qy.wav,2.274,go,id_6k0uy2k4qy.wav
id_ubx88xc721,id_ubx88xc721.wav,1.834,up,id_ubx88xc721.wav
id_v6exx9oj8a,id_v6exx9oj8a.wav,2.667,go,id_v6exx9oj8a.wav
id_fbcr5avgm5,id_fbcr5avgm5.wav,1.1378333333333333,stop,id_fbcr5avgm5.wav
id_9x9x5gbdx0,id_9x9x5gbdx0.wav,1.899,left,id_9x9x5gbdx0.wav
id_u4noltfkv7,id_u4noltfkv7.wav,1.358,down,
id_xqkz39n32u,id_xqkz39n32u.wav,2.261,right,id_xqkz39n32u.wav
id_zms3pxjsrd,id_zms3pxjsrd.wav,2.118,go,
id_7ki8r2bpn3,id_7ki8r2bpn3.wav,1.278,go,
id_1xea04bh3d,id_1xea04bh3d.wav,1.278,go,
id_vusf7nvt91,id_vusf7nvt91.wav,1.674,yes,id_vusf7nvt91.wav
id_zkyabwmuya,id_zkyabwmuya.wav,1.574,left,
id_sheqjnb76s,id_sheqjnb76s.wav,2.347,up,id_sheqjnb76s.wav
id_lq3nqppqxm,id_lq3nqppqxm.wav,1.899,left,id_lq3nqppqxm.wav
id_61rlwfomu6,id_61rlwfomu6.wav,2.133,stop,id_61rlwfomu6.wav
id_quk9a3vwvm,id_quk9a3vwvm.wav,2.074,no,id_quk9a3vwvm.wav
id_se5pyt7f3b,id_se5pyt7f3b.wav,1.138,stop,id_se5pyt7f3b.wav
id_dr4hk945j5,id_dr4hk945j5.wav,2.667,go,id_dr4hk945j5.wav
id_p2qqq2x2bz,id_p2qqq2x2bz.wav,2.133,yes,id_p2qqq2x2bz.wav
id_qx35h4oaeg,id_qx35h4oaeg.wav,1.899,left,id_qx35h4oaeg.wav
id_0rm8uxu01l,id_0rm8uxu01l.wav,2.176,down,id_0rm8uxu01l.wav
id_1zaiuuz6nd,id_1zaiuuz6nd.wav,1.358,down,
id_3es0j174lv,id_3es0j174lv.wav,2.347,up,id_3es0j174lv.wav
id_8th6xcpvjo,id_8th6xcpvjo.wav,2.274,down,id_8th6xcpvjo.wav
id_mulgjzhna9,id_mulgjzhna9.wav,1.278,go,id_mulgjzhna9.wav
id_gfbvy9o4qc,id_gfbvy9o4qc.wav,2.274,go,id_gfbvy9o4qc.wav
id_2nzfbd3knj,id_2nzfbd3knj.wav,1.984,left,id_2nzfbd3knj.wav
id_tdrpohsbzk,id_tdrpohsbzk.wav,1.974,left,id_tdrpohsbzk.wav
id_t12s77s7ee,id_t12s77s7ee.wav,2.112,stop,id_t12s77s7ee.wav
id_vws5ea8uay,id_vws5ea8uay.wav,2.133,stop,id_vws5ea8uay.wav
id_7rpqhzoj4q,id_7rpqhzoj4q.wav,1.278,go,id_7rpqhzoj4q.wav
id_43skiktbcz,id_43skiktbcz.wav,1.934,right,id_43skiktbcz.wav
id_0r7qli054s,id_0r7qli054s.wav,2.854,stop,id_0r7qli054s.wav
id_0oxmp8z055,id_0oxmp8z055.wav,1.914,stop,id_0oxmp8z055.wav
id_96g9t9dttp,id_96g9t9dttp.wav,1.238,right,id_96g9t9dttp.wav
id_2z3a2idqpy,id_2z3a2idqpy.wav,1.38,go,id_2z3a2idqpy.wav
id_u4u5pda57a,id_u4u5pda57a.wav,1.358,down,
id_xc2jb3uthg,id_xc2jb3uthg.wav,1.354,yes,id_xc2jb3uthg.wav
id_mpr8mza34f,id_mpr8mza34f.wav,1.578,up,id_mpr8mza34f.wav
id_xag1hyr33u,id_xag1hyr33u.wav,1.078,up,id_xag1hyr33u.wav
id_3olpitwvpx,id_3olpitwvpx.wav,2.261,right,id_3olpitwvpx.wav
id_224c1t3f9v,id_224c1t3f9v.wav,2.178,right,id_224c1t3f9v.wav
id_0vb3rp801c,id_0vb3rp801c.wav,1.834,up,id_0vb3rp801c.wav
id_n3tnp5cbsh,id_n3tnp5cbsh.wav,1.078,no,id_n3tnp5cbsh.wav
id_cq4gpuq3n6,id_cq4gpuq3n6.wav,1.578,yes,id_cq4gpuq3n6.wav
id_c2z0ocjvek,id_c2z0ocjvek.wav,1.792,right,id_c2z0ocjvek.wav
id_u32ahwqx9v,id_u32ahwqx9v.wav,2.274,down,id_u32ahwqx9v.wav
id_god70fz54p,id_god70fz54p.wav,1.554,up,id_god70fz54p.wav
id_53we9f0w0c,id_53we9f0w0c.wav,1.078,no,id_53we9f0w0c.wav
id_sng8pts9nm,id_sng8pts9nm.wav,1.974,left,
id_ulahif0z2v,id_ulahif0z2v.wav,1.554,up,id_ulahif0z2v.wav
id_icekj4dncz,id_icekj4dncz.wav,1.338,left,id_icekj4dncz.wav
id_3v45rdt1db,id_3v45rdt1db.wav,1.138,stop,id_3v45rdt1db.wav
id_92akrn6qlt,id_92akrn6qlt.wav,2.133,stop,id_92akrn6qlt.wav
id_bzvlk3mrls,id_bzvlk3mrls.wav,1.974,left,id_bzvlk3mrls.wav
id_o6n7uo7orc,id_o6n7uo7orc.wav,1.358,down,id_o6n7uo7orc.wav
id_qkb2krxq0r,id_qkb2krxq0r.wav,1.578,yes,id_qkb2krxq0r.wav
id_yc6bauffec,id_yc6bauffec.wav,1.278,go,id_yc6bauffec.wav
id_b85uk90w2q,id_b85uk90w2q.wav,2.667,go,id_b85uk90w2q.wav
id_sh8zrotbks,id_sh8zrotbks.wav,1.634,down,
id_6xxkicrf05,id_6xxkicrf05.wav,1.5778333333333334,yes,id_6xxkicrf05.wav
id_f45spzgev7,id_f45spzgev7.wav,1.338,left,id_f45spzgev7.wav
id_kw6cxyeh91,id_kw6cxyeh91.wav,2.133,stop,id_kw6cxyeh91.wav
id_uyydzg8oip,id_uyydzg8oip.wav,1.914,stop,id_uyydzg8oip.wav
id_xvr1bixwfz,id_xvr1bixwfz.wav,2.178,right,id_xvr1bixwfz.wav
id_5raovkztwm,id_5raovkztwm.wav,1.664,no,
id_x14v0lhfso,id_x14v0lhfso.wav,2.854,stop,id_x14v0lhfso.wav
id_z2srm9ltuh,id_z2srm9ltuh.wav,1.278,go,
id_gcpmbcwh1t,id_gcpmbcwh1t.wav,1.664,yes,id_gcpmbcwh1t.wav
id_7zs24tfnes,id_7zs24tfnes.wav,2.133,stop,id_7zs24tfnes.wav
id_s1ht2i4dw5,id_s1ht2i4dw5.wav,1.354,yes,id_s1ht2i4dw5.wav
id_hmz11lrief,id_hmz11lrief.wav,1.664,no,id_hmz11lrief.wav
id_tepzioeghz,id_tepzioeghz.wav,1.574,left,id_tepzioeghz.wav
id_3kpoyy8wh6,id_3kpoyy8wh6.wav,2.133,yes,id_3kpoyy8wh6.wav
id_cia2ta333j,id_cia2ta333j.wav,2.176,down,
id_oynbuirg7z,id_oynbuirg7z.wav,1.38,go,id_oynbuirg7z.wav
id_vfpkkjpx3c,id_vfpkkjpx3c.wav,2.274,go,id_vfpkkjpx3c.wav
id_ii1fvhwv1m,id_ii1fvhwv1m.wav,1.792,right,id_ii1fvhwv1m.wav
id_g73schui7c,id_g73schui7c.wav,1.984,up,id_g73schui7c.wav
id_fgy4ndanet,id_fgy4ndanet.wav,2.118,go,id_fgy4ndanet.wav
id_ys2edwe21b,id_ys2edwe21b.wav,1.238,right,id_ys2edwe21b.wav
id_qr2i1shuqi,id_qr2i1shuqi.wav,1.354,yes,
id_fjb6r46oda,id_fjb6r46oda.wav,1.834,up,id_fjb6r46oda.wav
id_3vtgxye4fx,id_3vtgxye4fx.wav,1.664,no,id_3vtgxye4fx.wav
id_sb8ph14klm,id_sb8ph14klm.wav,2.854,stop,id_sb8ph14klm.wav
id_vnlcajgxv9,id_vnlcajgxv9.wav,1.6,go,id_vnlcajgxv9.wav
id_24r1dnqrp3,id_24r1dnqrp3.wav,2.027,down,
id_p8sjwqdoxa,id_p8sjwqdoxa.wav,1.674,yes,id_p8sjwqdoxa.wav
id_6py5h151mm,id_6py5h151mm.wav,1.338,left,id_6py5h151mm.wav
id_3nbsith1kp,id_3nbsith1kp.wav,1.574,left,id_3nbsith1kp.wav
id_v0amiw4bce,id_v0amiw4bce.wav,2.8535,stop,id_v0amiw4bce.wav
id_89ewapbrce,id_89ewapbrce.wav,2.074,go,id_89ewapbrce.wav
id_aj7p3e5usm,id_aj7p3e5usm.wav,1.578,up,id_aj7p3e5usm.wav
id_nogkzmq3v1,id_nogkzmq3v1.wav,1.934,right,id_nogkzmq3v1.wav
id_7a5b0eh2ef,id_7a5b0eh2ef.wav,2.274,down,id_7a5b0eh2ef.wav
id_nvx6h99akb,id_nvx6h99akb.wav,1.654,right,id_nvx6h99akb.wav
id_k36qki3cm0,id_k36qki3cm0.wav,2.378,yes,
id_8ei8iy5qfp,id_8ei8iy5qfp.wav,1.674,yes,id_8ei8iy5qfp.wav
id_k6rn169cjb,id_k6rn169cjb.wav,1.298,no,id_k6rn169cjb.wav
id_zkcgbeivj3,id_zkcgbeivj3.wav,2.074,go,id_zkcgbeivj3.wav
id_u1rg50tvpm,id_u1rg50tvpm.wav,1.494,no,id_u1rg50tvpm.wav
id_6dduzeb195,id_6dduzeb195.wav,1.974,left,id_6dduzeb195.wav
id_zbeup4ldcj,id_zbeup4ldcj.wav,1.138,stop,id_zbeup4ldcj.wav
id_y8x1kvzvbo,id_y8x1kvzvbo.wav,1.138,stop,id_y8x1kvzvbo.wav
id_rbjua3ztll,id_rbjua3ztll.wav,1.899,left,id_rbjua3ztll.wav
id_xtttf7w6oj,id_xtttf7w6oj.wav,2.112,stop,id_xtttf7w6oj.wav
id_btbbojldwo,id_btbbojldwo.wav,1.984,up,id_btbbojldwo.wav
id_8bw9k2076v,id_8bw9k2076v.wav,2.378,yes,id_8bw9k2076v.wav
id_a2adhjj2l7,id_a2adhjj2l7.wav,1.974,left,id_a2adhjj2l7.wav
id_arzu0k07oc,id_arzu0k07oc.wav,2.027,down,
id_hv1xjwx3ms,id_hv1xjwx3ms.wav,1.792,right,id_hv1xjwx3ms.wav
id_jt57asmavq,id_jt57asmavq.wav,1.554,up,id_jt57asmavq.wav
id_2eao64mm8i,id_2eao64mm8i.wav,1.278,go,id_2eao64mm8i.wav
id_ymtau1260h,id_ymtau1260h.wav,2.998,left,id_ymtau1260h.wav
id_xjw2rl59iq,id_xjw2rl59iq.wav,1.654,right,
id_ipdi2zdjjn,id_ipdi2zdjjn.wav,1.354,yes,id_ipdi2zdjjn.wav
id_zl632qknb9,id_zl632qknb9.wav,2.854,stop,
id_j54aid7j1w,id_j54aid7j1w.wav,1.674,yes,id_j54aid7j1w.wav
id_r1pl3ev1pr,id_r1pl3ev1pr.wav,1.664,no,id_r1pl3ev1pr.wav
id_abf30gcetv,id_abf30gcetv.wav,1.914,stop,id_abf30gcetv.wav
id_ew8f7fzxw3,id_ew8f7fzxw3.wav,1.664,no,id_ew8f7fzxw3.wav
id_i5g3xfvyym,id_i5g3xfvyym.wav,2.998,left,id_i5g3xfvyym.wav
id_yzjns2srez,id_yzjns2srez.wav,2.176,down,id_yzjns2srez.wav
id_vodng4ducs,id_vodng4ducs.wav,2.178,right,id_vodng4ducs.wav
id_ml2pb5j2bj,id_ml2pb5j2bj.wav,1.664,no,id_ml2pb5j2bj.wav
id_2m53jf0oom,id_2m53jf0oom.wav,2.134,stop,id_2m53jf0oom.wav
id_t9tekp7fk6,id_t9tekp7fk6.wav,1.6,go,id_t9tekp7fk6.wav
id_1biemlytoz,id_1biemlytoz.wav,1.574,left,id_1biemlytoz.wav
id_r62wtxkcgs,id_r62wtxkcgs.wav,1.664,no,id_r62wtxkcgs.wav
id_dv7knuql05,id_dv7knuql05.wav,1.654,right,id_dv7knuql05.wav
id_hx5twv9q72,id_hx5twv9q72.wav,1.984,up,id_hx5twv9q72.wav
id_uk5de9fhua,id_uk5de9fhua.wav,1.494,no,id_uk5de9fhua.wav
id_ap74p9pph2,id_ap74p9pph2.wav,1.984,left,
id_lnx41ur70k,id_lnx41ur70k.wav,1.358,down,id_lnx41ur70k.wav
id_liklt4bkqo,id_liklt4bkqo.wav,2.074,go,id_liklt4bkqo.wav
id_bnkqwtif1o,id_bnkqwtif1o.wav,1.278,go,id_bnkqwtif1o.wav
id_k94yxciaz1,id_k94yxciaz1.wav,1.6,go,id_k94yxciaz1.wav
id_aqhp6pkt99,id_aqhp6pkt99.wav,1.554,up,
id_lv9uo4k0hz,id_lv9uo4k0hz.wav,1.478,down,id_lv9uo4k0hz.wav
id_ug0kystyr3,id_ug0kystyr3.wav,1.974,left,
id_fitvfv7ae6,id_fitvfv7ae6.wav,2.027,down,id_fitvfv7ae6.wav
id_8bkl06elo7,id_8bkl06elo7.wav,2.347,up,id_8bkl06elo7.wav
id_wvvjsqvgg1,id_wvvjsqvgg1.wav,1.494,no,id_wvvjsqvgg1.wav
id_z9xs8p8ry3,id_z9xs8p8ry3.wav,1.138,stop,id_z9xs8p8ry3.wav
id_i7viiv0akk,id_i7viiv0akk.wav,1.354,yes,id_i7viiv0akk.wav
id_s6t0j3s37i,id_s6t0j3s37i.wav,1.4935,no,id_s6t0j3s37i.wav
id_jxxzrhd6yd,id_jxxzrhd6yd.wav,1.138,stop,id_jxxzrhd6yd.wav
id_oi1etfuuzi,id_oi1etfuuzi.wav,1.338,left,id_oi1etfuuzi.wav
id_lrywh4kksv,id_lrywh4kksv.wav,1.984,up,id_lrywh4kksv.wav
id_s4lak3ihb5,id_s4lak3ihb5.wav,1.6,go,id_s4lak3ihb5.wav
id_7z37sz7fk1,id_7z37sz7fk1.wav,2.9978333333333333,left,id_7z37sz7fk1.wav
id_lxsdc34bxf,id_lxsdc34bxf.wav,2.998,left,id_lxsdc34bxf.wav
id_v9t195tfn3,id_v9t195tfn3.wav,1.554,up,id_v9t195tfn3.wav
id_fmd3mt7mk9,id_fmd3mt7mk9.wav,2.854,stop,id_fmd3mt7mk9.wav
id_qd1svahkx3,id_qd1svahkx3.wav,1.238,right,id_qd1svahkx3.wav
id_86nzqb1yfi,id_86nzqb1yfi.wav,1.078,no,
id_g3g0kksloq,id_g3g0kksloq.wav,2.112,stop,id_g3g0kksloq.wav
id_7xndqs658e,id_7xndqs658e.wav,2.134,stop,id_7xndqs658e.wav
id_3vrb8kkp4l,id_3vrb8kkp4l.wav,1.899,left,id_3vrb8kkp4l.wav
id_9mh6u6a1ej,id_9mh6u6a1ej.wav,1.078,up,id_9mh6u6a1ej.wav
id_2ckwsaf3he,id_2ckwsaf3he.wav,1.298,no,
id_o4w2k3l8x2,id_o4w2k3l8x2.wav,1.6,go,id_o4w2k3l8x2.wav
id_gvpizqum7g,id_gvpizqum7g.wav,2.112,stop,id_gvpizqum7g.wav
id_nii36ee4rg,id_nii36ee4rg.wav,1.578,up,id_nii36ee4rg.wav
id_02orvfkwgt,id_02orvfkwgt.wav,1.674,yes,id_02orvfkwgt.wav
id_k6p9pxjql6,id_k6p9pxjql6.wav,1.664,yes,id_k6p9pxjql6.wav
id_8ee6ope6oh,id_8ee6ope6oh.wav,2.0935,down,id_8ee6ope6oh.wav
id_h1ndewduvd,id_h1ndewduvd.wav,1.6,go,id_h1ndewduvd.wav
id_0gm1srau82,id_0gm1srau82.wav,1.354,yes,id_0gm1srau82.wav
id_1bkmz7ozio,id_1bkmz7ozio.wav,2.074,no,id_1bkmz7ozio.wav
id_mfezveuvmd,id_mfezveuvmd.wav,2.178,right,id_mfezveuvmd.wav
id_c37h1lvldq,id_c37h1lvldq.wav,2.178,right,id_c37h1lvldq.wav
id_urnwou3nko,id_urnwou3nko.wav,2.112,stop,id_urnwou3nko.wav
id_umyyqnp8bs,id_umyyqnp8bs.wav,1.6,go,id_umyyqnp8bs.wav
id_desuaw0f5x,id_desuaw0f5x.wav,1.238,right,id_desuaw0f5x.wav
id_q3iwmm1tmo,id_q3iwmm1tmo.wav,1.934,right,id_q3iwmm1tmo.wav
id_3pi3sz4r0m,id_3pi3sz4r0m.wav,2.176,down,id_3pi3sz4r0m.wav
id_uw1j85528f,id_uw1j85528f.wav,1.574,left,id_uw1j85528f.wav
id_f3gtmruj4w,id_f3gtmruj4w.wav,1.078,up,id_f3gtmruj4w.wav
id_tpog254t23,id_tpog254t23.wav,2.027,down,id_tpog254t23.wav
id_f711z7swmx,id_f711z7swmx.wav,2.178,right,id_f711z7swmx.wav
id_25yxv1ypk9,id_25yxv1ypk9.wav,1.654,right,id_25yxv1ypk9.wav
id_7xeku7stru,id_7xeku7stru.wav,2.178,right,id_7xeku7stru.wav
id_o2a7b5bkpw,id_o2a7b5bkpw.wav,2.134,stop,id_o2a7b5bkpw.wav
id_i0yqu4ipj5,id_i0yqu4ipj5.wav,2.133,yes,id_i0yqu4ipj5.wav
id_bxfijlrqzk,id_bxfijlrqzk.wav,1.298,no,id_bxfijlrqzk.wav
id_ppy3ccc5hp,id_ppy3ccc5hp.wav,2.133,stop,id_ppy3ccc5hp.wav
id_utuobjox83,id_utuobjox83.wav,2.133,yes,id_utuobjox83.wav
id_0unftmi1oy,id_0unftmi1oy.wav,2.854,stop,
id_c0865jq4o4,id_c0865jq4o4.wav,1.792,right,
id_1t1l7n3pez,id_1t1l7n3pez.wav,1.634,down,id_1t1l7n3pez.wav
id_dehjskj6my,id_dehjskj6my.wav,1.338,left,id_dehjskj6my.wav
id_l64eqwsyj0,id_l64eqwsyj0.wav,2.261,right,id_l64eqwsyj0.wav
id_2cj2iimk65,id_2cj2iimk65.wav,2.667,go,
id_4yfv8clqrc,id_4yfv8clqrc.wav,1.278,go,id_4yfv8clqrc.wav
id_awi0qb9a4k,id_awi0qb9a4k.wav,1.934,right,id_awi0qb9a4k.wav
id_ykflwgyy6n,id_ykflwgyy6n.wav,2.274,go,id_ykflwgyy6n.wav
id_rsye6zbrlb,id_rsye6zbrlb.wav,1.238,right,id_rsye6zbrlb.wav
id_9koo5vshcf,id_9koo5vshcf.wav,2.178,right,id_9koo5vshcf.wav
id_7jzqdb806v,id_7jzqdb806v.wav,2.998,left,id_7jzqdb806v.wav
id_6mbxolcd5u,id_6mbxolcd5u.wav,1.278,go,id_6mbxolcd5u.wav
id_ql4jdrg6zr,id_ql4jdrg6zr.wav,1.574,left,id_ql4jdrg6zr.wav
id_whn911gvn3,id_whn911gvn3.wav,1.494,no,id_whn911gvn3.wav
id_7mag4kq65p,id_7mag4kq65p.wav,2.134,stop,id_7mag4kq65p.wav
id_l70x89pcfh,id_l70x89pcfh.wav,2.118,go,id_l70x89pcfh.wav
id_5byn4congg,id_5byn4congg.wav,1.574,left,
id_kbd4ai5nnt,id_kbd4ai5nnt.wav,1.899,left,id_kbd4ai5nnt.wav
id_7207gbgixx,id_7207gbgixx.wav,1.3378333333333334,left,id_7207gbgixx.wav
id_hqjyvd658u,id_hqjyvd658u.wav,1.634,down,
id_irhbfn0x15,id_irhbfn0x15.wav,2.274,go,id_irhbfn0x15.wav
id_xvhr3lkhw2,id_xvhr3lkhw2.wav,2.069,no,id_xvhr3lkhw2.wav
id_msyq4z424r,id_msyq4z424r.wav,2.176,down,id_msyq4z424r.wav
id_kpty52u8wx,id_kpty52u8wx.wav,1.478,down,
id_20bqtm9onz,id_20bqtm9onz.wav,1.554,up,
id_e1nm6hwnt1,id_e1nm6hwnt1.wav,1.899,left,id_e1nm6hwnt1.wav
id_1tqo4xca42,id_1tqo4xca42.wav,1.899,left,id_1tqo4xca42.wav
id_rda8eijx4i,id_rda8eijx4i.wav,1.914,stop,id_rda8eijx4i.wav
id_ar9dedcmt6,id_ar9dedcmt6.wav,1.634,down,
id_l4jtw790ls,id_l4jtw790ls.wav,1.914,stop,id_l4jtw790ls.wav
id_p044tasoks,id_p044tasoks.wav,2.074,no,
id_973jyydd9r,id_973jyydd9r.wav,1.238,right,id_973jyydd9r.wav
id_afuu7hgqp7,id_afuu7hgqp7.wav,1.338,left,id_afuu7hgqp7.wav
id_ixlz5zpfcu,id_ixlz5zpfcu.wav,2.133,yes,id_ixlz5zpfcu.wav
id_q9z15fqaoh,id_q9z15fqaoh.wav,1.354,yes,id_q9z15fqaoh.wav
id_9eyg91y64w,id_9eyg91y64w.wav,1.6,go,id_9eyg91y64w.wav
id_3oqflk67yp,id_3oqflk67yp.wav,2.261,right,id_3oqflk67yp.wav
id_2j8lhk2jto,id_2j8lhk2jto.wav,1.478,down,id_2j8lhk2jto.wav
id_pec90g10dw,id_pec90g10dw.wav,1.792,right,id_pec90g10dw.wav
id_ul8lfnux9r,id_ul8lfnux9r.wav,1.974,left,id_ul8lfnux9r.wav
id_fufzcqg0l2,id_fufzcqg0l2.wav,1.899,left,
id_yjeuslr7dc,id_yjeuslr7dc.wav,2.133,yes,id_yjeuslr7dc.wav
id_2ni480caa8,id_2ni480caa8.wav,2.074,no,id_2ni480caa8.wav
id_eg2puhz5rm,id_eg2puhz5rm.wav,1.5778333333333334,up,id_eg2puhz5rm.wav
id_qc9h8wirdr,id_qc9h8wirdr.wav,2.261,right,id_qc9h8wirdr.wav
id_iufwboc925,id_iufwboc925.wav,1.338,left,id_iufwboc925.wav
id_czluo593xn,id_czluo593xn.wav,2.074,go,id_czluo593xn.wav
id_9zonxrujd0,id_9zonxrujd0.wav,1.792,right,id_9zonxrujd0.wav
id_ix6ckf7j95,id_ix6ckf7j95.wav,1.298,no,id_ix6ckf7j95.wav
id_a8h5ehr14h,id_a8h5ehr14h.wav,1.298,no,id_a8h5ehr14h.wav
id_tu2m064uzq,id_tu2m064uzq.wav,2.133,stop,id_tu2m064uzq.wav
id_3nnv8l45o5,id_3nnv8l45o5.wav,1.298,no,id_3nnv8l45o5.wav
id_g3fhwxxdvl,id_g3fhwxxdvl.wav,2.069,no,id_g3fhwxxdvl.wav
id_vevd8tmx19,id_vevd8tmx19.wav,1.914,stop,id_vevd8tmx19.wav
id_ntsz2a8b57,id_ntsz2a8b57.wav,2.378,yes,id_ntsz2a8b57.wav
id_jft0c4syrf,id_jft0c4syrf.wav,1.238,right,id_jft0c4syrf.wav
id_0t6pi8lrb8,id_0t6pi8lrb8.wav,1.6,go,id_0t6pi8lrb8.wav
id_3ounz0ga1x,id_3ounz0ga1x.wav,2.274,down,id_3ounz0ga1x.wav
id_eu32gw79cv,id_eu32gw79cv.wav,1.934,right,id_eu32gw79cv.wav
id_xewb203lnj,id_xewb203lnj.wav,2.998,left,id_xewb203lnj.wav
id_bil6inh77w,id_bil6inh77w.wav,2.176,down,id_bil6inh77w.wav
id_c5dess6mhq,id_c5dess6mhq.wav,2.178,right,id_c5dess6mhq.wav
id_yvvdxe6m1o,id_yvvdxe6m1o.wav,1.38,go,id_yvvdxe6m1o.wav
id_i1raj55zot,id_i1raj55zot.wav,1.354,yes,id_i1raj55zot.wav
id_j3q6i1j230,id_j3q6i1j230.wav,2.378,yes,
id_3fwl80fe9y,id_3fwl80fe9y.wav,1.278,go,id_3fwl80fe9y.wav
id_50od5fqz2i,id_50od5fqz2i.wav,1.634,down,
id_61l9g2xame,id_61l9g2xame.wav,2.074,no,id_61l9g2xame.wav
id_rqnl6fayfc,id_rqnl6fayfc.wav,1.078,no,id_rqnl6fayfc.wav
id_ptvk0uhgdx,id_ptvk0uhgdx.wav,2.1333333333333333,stop,id_ptvk0uhgdx.wav
id_31oix99ffz,id_31oix99ffz.wav,2.112,stop,id_31oix99ffz.wav
id_bu3nwivb3q,id_bu3nwivb3q.wav,1.834,up,id_bu3nwivb3q.wav
id_niq1n40ez5,id_niq1n40ez5.wav,1.634,down,
id_7yf031pjtx,id_7yf031pjtx.wav,2.074,no,id_7yf031pjtx.wav
id_q9y6rvq4nv,id_q9y6rvq4nv.wav,1.078,no,id_q9y6rvq4nv.wav
id_36pzny2qoa,id_36pzny2qoa.wav,1.984,left,id_36pzny2qoa.wav
id_7wvjpgodbv,id_7wvjpgodbv.wav,1.934,right,id_7wvjpgodbv.wav
id_8onl1i10ne,id_8onl1i10ne.wav,2.347,up,id_8onl1i10ne.wav
id_dmwijt05rp,id_dmwijt05rp.wav,2.378,yes,id_dmwijt05rp.wav
id_lhd8el5g41,id_lhd8el5g41.wav,1.078,up,id_lhd8el5g41.wav
id_jmlvoglnyu,id_jmlvoglnyu.wav,2.176,down,
id_x2eo39xuou,id_x2eo39xuou.wav,2.112,stop,id_x2eo39xuou.wav
id_bc8pjcwgg7,id_bc8pjcwgg7.wav,1.654,right,id_bc8pjcwgg7.wav
id_b6we0cuxc4,id_b6we0cuxc4.wav,2.274,down,
id_6a9vnfqka5,id_6a9vnfqka5.wav,1.338,left,id_6a9vnfqka5.wav
id_o421uutlu1,id_o421uutlu1.wav,1.298,no,id_o421uutlu1.wav
id_8syneq3m9o,id_8syneq3m9o.wav,1.38,go,id_8syneq3m9o.wav
id_n8a2ml0cvx,id_n8a2ml0cvx.wav,1.38,go,id_n8a2ml0cvx.wav
id_ynzzwhip4u,id_ynzzwhip4u.wav,1.574,left,id_ynzzwhip4u.wav
id_w12r570qtp,id_w12r570qtp.wav,1.574,left,id_w12r570qtp.wav
id_hewj6oq8d1,id_hewj6oq8d1.wav,1.984,up,id_hewj6oq8d1.wav
id_sydzdit9oy,id_sydzdit9oy.wav,2.378,yes,id_sydzdit9oy.wav
id_bcltmw7ncn,id_bcltmw7ncn.wav,2.176,down,
id_c58nnjl572,id_c58nnjl572.wav,2.112,stop,id_c58nnjl572.wav
id_z6542end2j,id_z6542end2j.wav,2.112,stop,id_z6542end2j.wav
id_demrus9ke9,id_demrus9ke9.wav,1.478,down,
id_6645x6my59,id_6645x6my59.wav,1.634,down,
id_03ob03o1ed,id_03ob03o1ed.wav,1.354,yes,id_03ob03o1ed.wav
id_1s5l3tfwvi,id_1s5l3tfwvi.wav,1.6,go,
id_61e0qdhluq,id_61e0qdhluq.wav,1.338,left,id_61e0qdhluq.wav
id_i41f6qmcgy,id_i41f6qmcgy.wav,2.667,go,id_i41f6qmcgy.wav
id_foumqono4a,id_foumqono4a.wav,2.378,yes,id_foumqono4a.wav
id_ts9se7umua,id_ts9se7umua.wav,1.38,go,id_ts9se7umua.wav
id_1z8ogq10lg,id_1z8ogq10lg.wav,2.027,down,id_1z8ogq10lg.wav
id_os6c9x2eaw,id_os6c9x2eaw.wav,1.899,left,id_os6c9x2eaw.wav
id_noph1kgkt8,id_noph1kgkt8.wav,1.654,right,id_noph1kgkt8.wav
id_o1zmz1t88v,id_o1zmz1t88v.wav,2.261,right,id_o1zmz1t88v.wav
id_jua6eoezpe,id_jua6eoezpe.wav,1.298,no,id_jua6eoezpe.wav
id_qgk86ogfcx,id_qgk86ogfcx.wav,1.634,down,
id_cgdxelmw9r,id_cgdxelmw9r.wav,1.634,down,id_cgdxelmw9r.wav
